accession	accession_version	strain	date	region	country	division	location	length	host	host_genus	host_type	is_lab_host	date_released	date_updated	sra_accessions	authors	full_authors	institution	url	coverage	cdsCoverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	p48_coverage	NTPase_coverage	p22_coverage	VPg_coverage	3CLpro_coverage	RdRp_coverage	VP1_coverage	VP2_coverage	ORF2_type	ORF1_type	VP1_nextclade	VP1_group	VP1_type	VP1_variant	RdRp_nextclade	RdRp_group	RdRp_type	RdRp_variant
MK789431	MK789431.1	3351	2015-11-XX	Europe	Spain	Valencia		7533	Homo sapiens	Homo	human		2019-04-20	2019-04-20		Santiso-Bellon et al.	Santiso-Bellon,C.,Fuentes-Trillo,A.,Vila-Vicent,S.,Monzo,C.,da Silva Ribeiro de Andrade,J.,Gozalbo Rovira,R.,Buesa,J.,Chaves,F.J.,Rodriguez-Diaz,J.	University of Valencia, Microbiology and Ecology	https://www.ncbi.nlm.nih.gov/nuccore/MK789431	0.997885555702392	3CLpro:1,NTPase:1,ORF1:0.9911764705882353,RdRp:1,VP1:1,VP2:0.9591078066914498,VPg:1,p22:0.9378531073446328,p48:0.9879518072289156	0	2035	0						ORF1:852-860,p22:154-162,VP2:165-173	0.988	1.0	0.938	1.0	1.0	1.0	1.0	0.959	GII.17	GII.P17	GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
MN226991	MN226991.1	Hu/US/2018/GI.Pb-GI.6/CA-RGDS-1059	2018-08-31	North America	USA	California		7633	Homo sapiens	Homo	human		2019-07-31	2019-07-31		Pan et al.	Pan,C.-Y.,Huynh,T.,Castro,C.J.,Marine,R.L.,Ng,T.F.,Wadford,D.A.	California Department of Public Health, Viral and Rickettsial Disease Laboratory	https://www.ncbi.nlm.nih.gov/nuccore/MN226991	0.9755517378089071	3CLpro:1,NTPase:0.9808743169398907,ORF1:0.9064705882352941,RdRp:1,VP1:0.922365988909427,VP2:0.758364312267658,VPg:1,p22:0.7909604519774012,p48:0.6536144578313253	0	3230	0						ORF1:7-33,ORF1:55-70,ORF1:81-119,ORF1:183-189,ORF1:241-248,ORF1:400-405,ORF1:833-860,p48:7-33,p48:55-70,p48:81-119,p48:183-189,p48:241-248,NTPase:68-73,p22:135-162,VP1:318-341,VP1:379-396,VP2:141-149,VP2:185-192	0.654	0.981	0.791	1.0	1.0	1.0	0.922	0.758	GI.6	GI.P11 (GI.Pb)					GI.P11	GI.P	GI.P11	
MN308009	MN308009.1	087_GII.Pe_GII.4_Silvanopolis	2014-02-28	South America	Brazil			7506	Homo sapiens	Homo	human		2019-08-18	2021-06-29		Tinker et al.	Tinker,R.J.,da Costa,A.C.,Tahmasebi,R.,Milagres,F.A.P.,Dos Santos Morais,V.,Pandey,R.P.,Jose-Abrego,A.,Brustulin,R.,Rodrigues Teles,M.D.A.,Cunha,M.S.,Araujo,E.L.L.,Gomez,M.M.,Deng,X.,Delwart,E.,Sabino,E.C.,Leal,E.,Luchs,A.,da-Costa,A.C.,Leal,E.S.,Teles,Md.A.R.,Sayao-Lobato,M.C.A.B.,Chagas,R.T.,Santos-Abrao,Md.F.N.,Alves-Soares,C.V.D.	University of Sao Paulo, Institute of Tropical Medicine	https://www.ncbi.nlm.nih.gov/nuccore/MN308009	0.9915422228095678	3CLpro:1,NTPase:1,ORF1:0.9952941176470588,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9939759036144579	0	1244	0						ORF1:857-860,p22:159-162	0.994	1.0	0.966	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MN308017	MN308017.1	159_GII.Pe_GII.4_Araguaina	2013-01-03	South America	Brazil			7512	Homo sapiens	Homo	human		2019-08-18	2021-06-29		Tinker et al.	Tinker,R.J.,da Costa,A.C.,Tahmasebi,R.,Milagres,F.A.P.,Dos Santos Morais,V.,Pandey,R.P.,Jose-Abrego,A.,Brustulin,R.,Rodrigues Teles,M.D.A.,Cunha,M.S.,Araujo,E.L.L.,Gomez,M.M.,Deng,X.,Delwart,E.,Sabino,E.C.,Leal,E.,Luchs,A.,da-Costa,A.C.,Leal,E.S.,Teles,Md.A.R.,Sayao-Lobato,M.C.A.B.,Chagas,R.T.,Santos-Abrao,Md.F.N.,Alves-Soares,C.V.D.	University of Sao Paulo, Institute of Tropical Medicine	https://www.ncbi.nlm.nih.gov/nuccore/MN308017	0.9923351394211709	3CLpro:1,NTPase:1,ORF1:0.9964705882352941,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:1	0	1263	0						ORF1:857-860,p22:159-162	1.0	1.0	0.966	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MN447470	MN447470.1	Hu/US/2008/GII.16[P16]/US0366	2008-10-20	North America	USA			7579	Homo sapiens	Homo	human		2019-09-17	2019-09-17		Gregoricus et al.	Gregoricus,N.,Ames,J.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Vinje,J.	Centers for Disease Control and Prevention, Division of Viral Diseases	https://www.ncbi.nlm.nih.gov/nuccore/MN447470	1	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.9851301115241635,VPg:1,p22:1,p48:1	0	1349	0						VP2:190-193	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.985	GII.16	GII.P16	GII.16	GII	GII.16		GII.P16	GII.P	GII.P16	
MN703761	MN703761.1	GII.4_MI_2016_feces	2016-XX-XX	North America	USA	Michigan		7469	Homo sapiens	Homo	human		2020-01-31	2020-01-31		Rockey et al.	Rockey,N.C.,Young,S.,Kohn,T.,Person,B.,Wobus,C.E.,Raskin,L.,Wigginton,K.R.	University of Michigan in Ann Arbor, Civil & Environmental Engineering	https://www.ncbi.nlm.nih.gov/nuccore/MN703761	0.9870490286771508	3CLpro:1,NTPase:1,ORF1:0.9964705882352941,RdRp:1,VP1:1,VP2:0.9442379182156134,VPg:1,p22:0.9661016949152542,p48:1	0	1231	0						ORF1:857-860,p22:159-162	1.0	1.0	0.966	1.0	1.0	1.0	1.0	0.944	GII.4	GII.P31 (GII.Pe)	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MN912824	MN912824.1	Dog/GIV.2/C19/19/CH	2019-03-21	Asia	China			7866	Canis lupus familiaris	Canis	dog		2021-01-08	2021-01-08		Ma et al.	Ma,H.	College of Life Science and Technology, Southwest Minzu University	https://www.ncbi.nlm.nih.gov/nuccore/MN912824	1	3CLpro:1,NTPase:1,ORF1:0.9452941176470588,RdRp:1,VP1:0.9482439926062847,VP2:1,VPg:1,p22:0.807909604519774,p48:0.822289156626506	0	2908	0						ORF1:51-76,ORF1:83-93,ORF1:105-110,ORF1:245-248,ORF1:829-834,ORF1:843-865,p48:51-76,p48:83-93,p48:105-110,p48:245-248,p22:131-136,p22:145-167,VP1:289-306,VP1:360-364	0.822	1.0	0.808	1.0	1.0	1.0	0.948	1.0			GIV.2	GIV	GIV.2		GVI.P1	GVI.P	GVI.P1	
MT158850	MT158850.1	3-GII.P7-GII.6	2019-03-02	Asia	China			7506	Homo sapiens	Homo	human		2021-04-08	2021-04-08		Li et al.	Li,Q.,Yao,P.,Jiang,J.,Mao,X.,Wang,F.,Zhang,W.	Shanghai Public Health Clinical Center, Performance management office	https://www.ncbi.nlm.nih.gov/nuccore/MT158850	0.9923351394211709	3CLpro:1,NTPase:1,ORF1:0.9882352941176471,RdRp:1,VP1:0.9796672828096118,VP2:1,VPg:1,p22:1,p48:0.9397590361445783	0	2408	0						ORF1:48-67,p48:48-67,VP1:337-341,VP1:392-393	0.94	1.0	1.0	1.0	1.0	1.0	0.98	1.0	GII.6	GII.P7	GII.6	GII	GII.6		GII.P7	GII.P	GII.P7	
MT158860	MT158860.1	czzl05	2019-11-01	Asia	China			7495	Homo sapiens	Homo	human		2021-04-08	2021-04-08		Li et al.	Li,Q.,Yao,P.,Jiang,J.,Mao,X.,Wang,F.,Zhang,W.	Shanghai Public Health Clinical Center, Performance management office	https://www.ncbi.nlm.nih.gov/nuccore/MT158860	0.9928637504955728	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:0.988909426987061,VP2:0.9591078066914498,VPg:1,p22:0.9378531073446328,p48:1	0	1998	0						ORF1:852-860,p22:154-162,VP1:393-398,VP2:165-173	1.0	1.0	0.938	1.0	1.0	1.0	0.989	0.959			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
MT227832	MT227832.1	086_GII.P7_GII.6_Araguaina	2013-04-09	South America	Brazil			7464	Homo sapiens	Homo	human		2021-04-22	2021-06-29		Tinker et al.	Tinker,R.J.,da Costa,A.C.,Tahmasebi,R.,Milagres,F.A.P.,Dos Santos Morais,V.,Pandey,R.P.,Jose-Abrego,A.,Brustulin,R.,Rodrigues Teles,M.D.A.,Cunha,M.S.,Araujo,E.L.L.,Gomez,M.M.,Deng,X.,Delwart,E.,Sabino,E.C.,Leal,E.,Luchs,A.	Adolfo Lutz Institute, Virology	https://www.ncbi.nlm.nih.gov/nuccore/MT227832	0.9867847231399498	3CLpro:1,NTPase:1,ORF1:0.991764705882353,RdRp:1,VP1:0.9833641404805915,VP2:0.9479553903345725,VPg:1,p22:0.9548022598870056,p48:0.9819277108433735	0	2431	0						ORF1:54-59,ORF1:858-865,p48:54-59,p22:160-167,VP1:337-341	0.982	1.0	0.955	1.0	1.0	1.0	0.983	0.948			GII.6	GII	GII.6		GII.P7	GII.P	GII.P7	
MT238670	MT238670.1	259-1	2018-12-17	North America	USA			7567	Homo sapiens	Homo	human		2020-05-01	2020-05-01		Yang et al.	Yang,Z.,Williams-Hill,D.,Wolfe,J.,Silva,A.J.,Hirneisen,K.,Ruelle,S.,Kulka,M.,Hellberg,R.	OARSA/CFSAN/FDA, Molecular Virology Team/Devision of Molecular Biology	https://www.ncbi.nlm.nih.gov/nuccore/MT238670	0.998942777851196	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9939759036144579	0	100	0							0.994	1.0	1.0	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P16	GII.4	GII	GII.4	Sydney_2012*	GII.P16	GII.P	GII.P16	
MT372464	MT372464.1	Hu/US/2017/GI.2[P2]/Callao0615	2017-08-13	North America	USA			7708	Homo sapiens	Homo	human		2020-04-28	2020-04-28		Randazzo et al.	Randazzo,W.,Olortegui,M.P.,Kosek,M.N.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	Centers for Disease Control and Prevention, Division of Viral Diseases	https://www.ncbi.nlm.nih.gov/nuccore/MT372464	0.9834809039249373	3CLpro:1,NTPase:1,ORF1:0.9405882352941176,RdRp:1,VP1:0.9519408502772643,VP2:0.5241635687732342,VPg:1,p22:0.8305084745762712,p48:0.786144578313253	0	3233	0						ORF1:24-34,ORF1:53-61,ORF1:103-116,ORF1:231-248,ORF1:788-792,ORF1:833-844,p48:24-34,p48:53-61,p48:103-116,p48:231-248,p22:90-94,p22:135-146,VP1:328-333,VP1:383-402,VP2:137-148,VP2:180-269	0.786	1.0	0.831	1.0	1.0	1.0	0.952	0.524	GI.2	GI.P2					GI.P2	GI.P	GI.P2	
MT474043	MT474043.1	Hu/GII.Pe_GII.4/JH23/2015/PA/BRA	2015-02-05	South America	Brazil	Belem	Pa	7503	Homo sapiens	Homo	human		2020-05-15	2020-05-15		Hernandez et al.	Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B.	Evandro Chagas Institute, Virology	https://www.ncbi.nlm.nih.gov/nuccore/MT474043	0.9915422228095678	3CLpro:1,NTPase:1,ORF1:0.9952941176470588,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9939759036144579	0	1246	0						ORF1:857-860,p22:159-162	0.994	1.0	0.966	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P31 (GII.Pe)	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MT526277	MT526277.1	329-2	2014-05-26	North America	USA			7680	Homo sapiens	Homo	human		2020-06-02	2020-06-02		Yang et al.	Yang,Z.	OARSA/CFSAN/FDA, Molecular Virology Team/Devision of Molecular Biology	https://www.ncbi.nlm.nih.gov/nuccore/MT526277	0.973437293511299	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.9329411764705883,RdRp:0.9823529411764705,VP1:0.955637707948244,VP2:0.5762081784386617,VPg:1,p22:0.9378531073446328,p48:0.7349397590361446	0	3194	0						ORF1:23-56,ORF1:62-74,ORF1:233-248,ORF1:397-402,ORF1:782-792,ORF1:1195-1202,p48:23-56,p48:62-74,p48:233-248,NTPase:65-70,p22:84-94,RdRp:6-13,VP1:9-14,VP1:383-400,VP2:132-144,VP2:218-269	0.735	0.984	0.938	1.0	1.0	0.982	0.956	0.576	GI.3	GI.P13 (GI.Pd)	GI.3	GI	GI.3		GI.P13	GI.P	GI.P13	
MT729791	MT729791.1	Hu/US/2018/GII.17[P17]/CA-RGDS-1094	2018-11-XX	North America	USA	California		7561	Homo sapiens	Homo	human		2020-07-12	2020-07-12		Pan et al.	Pan,C.-Y.,Huynh,T.,Padilla,T.,Montmayeur,A.M.,Chhabra,P.,Barclay,L.,Vinje,J.,Morales,C.	California Department of Public Health, Viral and Rickettsial Disease Laboratory	https://www.ncbi.nlm.nih.gov/nuccore/MT729791	0.999735694462799	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:0.9378531073446328,p48:1	0	2001	0						ORF1:852-860,p22:154-162,VP1:393-398	1.0	1.0	0.938	1.0	1.0	1.0	0.989	1.0			GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
MF405169	MF405169.1	Hu/US/1971/GII.Pf__GII.2/HenrytonSP17	1971-01-XX	North America	USA			7536	Homo sapiens	Homo	human		2017-08-05	2017-08-14		Karangwa et al.	Karangwa,C.K.,Parra,G.I.,Bok,K.,Johnson,J.A.,Levenson,E.A.,Green,K.Y.	NIH, LID/NIAID	https://www.ncbi.nlm.nih.gov/nuccore/MF405169	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9759704251386322,VP2:0.8921933085501859,VPg:1,p22:1,p48:1	0	2044	0						VP1:337-345,VP2:140-149,VP2:169-180	1.0	1.0	1.0	1.0	1.0	1.0	0.976	0.892	GII.2	GII.P32 (GII.Pf)	GII.2	GII	GII.2		GII.P32	GII.P	GII.P32	
MF421541	MF421541.1	Hu/GII.17/WH2017-162/CHN/2017	2017-05-08	Asia	China			7530	Homo sapiens	Homo	human		2019-02-19	2019-02-19		Zhou et al.	Zhou,X.,Kong,D.-G.,Li,J.,Pang,B.-B.,Zhao,Y.,Zhou,J.-B.,Zhang,T.,Xu,J.-Q.,Kobayashi,N.,Wang,Y.-H.,Wang,Y.H.,Kong,D.G.,Pang,B.B.,Xiong,Y.	Wuhan Centers for Disease Prevention & Control, Division of Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/MF421541	0.9977534029337914	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:0.9591078066914498,VPg:1,p22:0.9378531073446328,p48:1	0	2015	0						ORF1:852-860,p22:154-162,VP2:165-173	1.0	1.0	0.938	1.0	1.0	1.0	1.0	0.959	GII.17	GII.P17	GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
MG551869	MG551869.1	Hu/GT/2012/GII.P23-GII.23/Guatemala City3872	2012-07-18	North America	Guatemala			7307	Homo sapiens	Homo	human		2017-12-17	2017-12-17		Chhabra et al.	Chhabra,P.,Lopez,M.R.,Bryan,J.,Castro,C.J.,Marine,R.,Ng,T.,Vinje,J.	Centers for Disease Control and Prevention, Division of Viral Diseases	https://www.ncbi.nlm.nih.gov/nuccore/MG551869	0.970529932602088	3CLpro:1,NTPase:1,ORF1:0.9588235294117647,RdRp:1,VP1:0.9630314232902033,VP2:0.9591078066914498,VPg:1,p22:1,p48:0.7891566265060241	0	2264	0						VP1:291-310,VP2:181-191	0.789	1.0	1.0	1.0	1.0	1.0	0.963	0.959	GII.23	GII.P23	GII.23	GII	GII.23		GII.P23	GII.P	GII.P23	
MG572732	MG572732.1	GII/Hu/DE/2017/GII.P26_GII.26/Leipzig07788g	2017-11-XX	Europe	Germany			7497	Homo sapiens	Homo	human		2018-06-01	2018-06-01		Pietsch et al.	Pietsch,C.,Liebert,U.G.	Leipzig University, Institute of Virologie	https://www.ncbi.nlm.nih.gov/nuccore/MG572732	0.9829522928505352	3CLpro:0.994475138121547,NTPase:0.9863387978142076,ORF1:0.9823529411764705,RdRp:0.9980392156862745,VP1:0.9907578558225508,VP2:0.9925650557620818,VPg:0.9924812030075187,p22:0.9661016949152542,p48:0.9518072289156626	0	2217	109						ORF1:52-62,p48:52-62	0.952	0.986	0.966	0.992	0.994	0.998	0.991	0.993	GII.26	GII.P26	GII.26	GII	GII.26		GII.P26	GII.P	GII.P26	
MG745992	MG745992.1	GZ1621	2017-01-05	Asia	China			7536	Homo sapiens	Homo	human		2018-04-06	2018-04-06		Ao et al.	Ao,Y.,Cong,X.,Jin,M.,Sun,X.,Wei,X.,Wang,J.,Zhang,Q.,Song,J.,Yu,J.,Cui,J.,Qi,J.,Tan,M.,Duan,Z.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Department of Viral Diarrhea	https://www.ncbi.nlm.nih.gov/nuccore/MG745992	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9833641404805915,VP2:0.9256505576208178,VPg:1,p22:1,p48:1	0	960	0						VP1:303-306,VP1:338-340,VP2:139-155	1.0	1.0	1.0	1.0	1.0	1.0	0.983	0.926	GII.2	GII.P16	GII.2	GII	GII.2		GII.P16	GII.P	GII.P16	
MH218573	MH218573.1	NORO_103-1_07_07_2014	2014-07-07	Europe	United Kingdom			7548	Homo sapiens	Homo	human		2018-06-11	2018-06-11		Brown et al.	Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J.	University College London, Division of Infection and Immunity	https://www.ncbi.nlm.nih.gov/nuccore/MH218573	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.9405204460966543,VPg:1,p22:1,p48:1	0	1993	0						VP2:167-182	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.941	GII.3	GII.P21 (GII.Pb)	GII.3	GII	GII.3		GII.P21	GII.P	GII.P21	
MH218577	MH218577.1	NORO_107_11_07_2014	2014-07-11	Europe	United Kingdom			7548	Homo sapiens	Homo	human		2018-06-11	2018-06-11		Brown et al.	Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J.	University College London, Division of Infection and Immunity	https://www.ncbi.nlm.nih.gov/nuccore/MH218577	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9685767097966729,VP2:0.9405204460966543,VPg:1,p22:1,p48:1	0	1968	0						VP1:300-311,VP2:167-182	1.0	1.0	1.0	1.0	1.0	1.0	0.969	0.941	GII.3	GII.P21 (GII.Pb)	GII.3	GII	GII.3		GII.P21	GII.P	GII.P21	
MH218584	MH218584.1	NORO_114_14_09_2014	2014-09-14	Europe	United Kingdom			7548	Homo sapiens	Homo	human		2018-06-11	2018-06-11		Brown et al.	Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J.	University College London, Division of Infection and Immunity	https://www.ncbi.nlm.nih.gov/nuccore/MH218584	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.9330855018587361,VPg:1,p22:1,p48:1	0	1988	0						VP2:167-184	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.933	GII.3	GII.P21 (GII.Pb)	GII.3	GII	GII.3		GII.P21	GII.P	GII.P21	
MH218638	MH218638.1	NORO_169_02_07_2015	2015-07-02	Europe	United Kingdom			7559	Homo sapiens	Homo	human		2018-06-11	2018-06-11		Brown et al.	Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J.	University College London, Division of Infection and Immunity	https://www.ncbi.nlm.nih.gov/nuccore/MH218638	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:0.9970588235294118,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9717514124293786,p48:1	0	1227	0						ORF1:857-860,p22:159-162	1.0	1.0	0.972	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P31 (GII.Pe)	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MH218727	MH218727.1	NORO_87_18_02_2015	2015-02-18	Europe	United Kingdom			7745	Homo sapiens	Homo	human		2018-06-11	2018-06-11		Brown et al.	Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J.	University College London, Division of Infection and Immunity	https://www.ncbi.nlm.nih.gov/nuccore/MH218727	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:0.91,RdRp:0.984313725490196,VP1:0.9611829944547134,VP2:0.9628252788104089,VPg:1,p22:0.7005649717514124,p48:0.7228915662650602	0	3203	0						ORF1:38-75,ORF1:93-112,ORF1:241-248,ORF1:776-809,ORF1:842-856,ORF1:1195-1201,p48:38-75,p48:93-112,p48:241-248,p22:78-111,p22:144-158,RdRp:6-12,VP1:9-14,VP1:301-309,VP1:351-355,VP2:175-184	0.723	1.0	0.701	1.0	1.0	0.984	0.961	0.963	GI.3	GI.P3	GI.3	GI	GI.3		GI.P3	GI.P	GI.P3	
MH218733	MH218733.1	NORO_94_23_10_2014	2014-10-23	Europe	United Kingdom			7550	Homo sapiens	Homo	human		2018-06-11	2018-06-11		Brown et al.	Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J.	University College London, Division of Infection and Immunity	https://www.ncbi.nlm.nih.gov/nuccore/MH218733	1	3CLpro:1,NTPase:1,ORF1:0.9964705882352941,RdRp:1,VP1:0.9593345656192237,VP2:0.929368029739777,VPg:1,p22:0.9661016949152542,p48:1	0	1980	0						ORF1:857-860,p22:159-162,VP1:292-309,VP1:338-340,VP2:140-155	1.0	1.0	0.966	1.0	1.0	1.0	0.959	0.929	GII.2	GII.P31 (GII.Pe)	GII.2	GII	GII.2		GII.P31	GII.P	GII.P31	
MH218734	MH218734.1	NORO_95_25_01_2015	2015-01-25	Europe	United Kingdom			7536	Homo sapiens	Homo	human		2018-06-11	2018-06-11		Brown et al.	Brown,J.R.,Roy,S.,Shah,D.,Williams,C.A.,Williams,R.,Dunn,H.,Hartley,J.,Harris,K.,Breuer,J.	University College London, Division of Infection and Immunity	https://www.ncbi.nlm.nih.gov/nuccore/MH218734	0.998678472313995	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9926062846580407,VP2:0.9256505576208178,VPg:1,p22:1,p48:1	0	2029	0						VP1:338-340,VP2:139-155	1.0	1.0	1.0	1.0	1.0	1.0	0.993	0.926	GII.2	GII.P2	GII.2	GII	GII.2		GII.P2	GII.P	GII.P2	
MH260483	MH260483.1	ST466	2017-XX-XX	North America	USA			7536	Homo sapiens	Homo	human		2018-06-16	2018-06-16		Casto et al.	Casto,A.M.,Adler,A.,Huang,M.-L.,Makhsous,N.,Xie,H.,Zerr,D.,Greninger,A.	University of Washington, Department of Laboratory Medicine	https://www.ncbi.nlm.nih.gov/nuccore/MH260483	0.9959032641733845	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	127	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P16	GII.4	GII	GII.4	Sydney_2012*	GII.P16	GII.P	GII.P16	
MH260484	MH260484.1	ST435	2017-XX-XX	North America	USA			7536	Homo sapiens	Homo	human		2018-06-16	2018-06-16		Casto et al.	Casto,A.M.,Adler,A.,Huang,M.-L.,Makhsous,N.,Xie,H.,Zerr,D.,Greninger,A.	University of Washington, Department of Laboratory Medicine	https://www.ncbi.nlm.nih.gov/nuccore/MH260484	0.9959032641733845	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	91	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P16	GII.4	GII	GII.4	Sydney_2012*	GII.P16	GII.P	GII.P16	
MH702267	MH702267.1	Hu/BT/2013/GII.P16-GII.3/ETR-NV-133	2013-11-21	Asia	Bhutan			7382	Homo sapiens	Homo	human		2019-01-01	2019-01-01		Pham et al.	Pham,A.H.,Pham,T.T.T.,Swierczewski,B.E.,Ladaporn,B.,Baker,S.	Oxford University Clinical Research Unit, Enterics	https://www.ncbi.nlm.nih.gov/nuccore/MH702267	0.9779304876437162	3CLpro:1,NTPase:1,ORF1:0.981764705882353,RdRp:1,VP1:0.9981515711645101,VP2:0.9479553903345725,VPg:1,p22:1,p48:0.9066265060240963	0	1086	3						VP2:139-140,VP2:181-184	0.907	1.0	1.0	1.0	1.0	1.0	0.998	0.948	GII.3	GII.P16	GII.3	GII	GII.3		GII.P16	GII.P	GII.P16	
MK067289	MK067289.1	dog/GIV.2/AN843/USA/2011	2011-XX-XX	North America	USA			7860	Canis lupus familiaris	Canis	dog		2019-03-06	2019-03-06		Ford-Siltz et al.	Ford-Siltz,L.A.,Mullis,L.,Sanad,Y.M.,Tohma,K.,Lepore,C.J.,Azevedo,M.,Parra,G.I.	Food and Drug Administration, Division of Viral Products	https://www.ncbi.nlm.nih.gov/nuccore/MK067289	0.9998678472313995	3CLpro:1,NTPase:1,ORF1:0.9482352941176471,RdRp:1,VP1:0.7911275415896488,VP2:1,VPg:1,p22:0.8305084745762712,p48:0.8253012048192772	0	2971	0						ORF1:52-75,ORF1:105-127,ORF1:843-869,p48:52-75,p48:105-127,p22:145-171,VP1:289-309,VP1:334-349,VP1:424-444,VP1:475-482	0.825	1.0	0.831	1.0	1.0	1.0	0.791	1.0			GIV.2	GIV	GIV.2		GVI.P1	GVI.P	GVI.P1	
MK282257	MK282257.1	CMC-02	2013-XX-XX	Asia	South Korea			7600	Homo sapiens	Homo	human		2019-01-30	2019-01-30		Kim et al.	Kim,H.,Paik,S.-Y.	College of Medicine, The Catholic University of Korea, Department of Biomedical Sciences	https://www.ncbi.nlm.nih.gov/nuccore/MK282257	1	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:0.9591078066914498,VPg:1,p22:0.9378531073446328,p48:1	0	2008	0						ORF1:852-860,p22:154-162,VP2:165-169	1.0	1.0	0.938	1.0	1.0	1.0	1.0	0.959	GII.17	GII.P17	GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
