accession	accession_version	strain	date	region	country	division	location	length	host	host_genus	host_type	is_lab_host	date_released	date_updated	sra_accessions	authors	full_authors	institution	url	coverage	cdsCoverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	p48_coverage	NTPase_coverage	p22_coverage	VPg_coverage	3CLpro_coverage	RdRp_coverage	VP1_coverage	VP2_coverage	ORF2_type	ORF1_type	VP1_nextclade	VP1_group	VP1_type	VP1_variant	RdRp_nextclade	RdRp_group	RdRp_type	RdRp_variant
MT344179	MT344179.1	526-2	2015-12-17	"North America"	USA			7465	"Homo sapiens"	Homo	human		2020-05-01	2020-05-01		"Yang et al."	Yang,Z.,Williams-Hill,D.,Wolfe,J.,Silva,A.J.,Hirneisen,K.,Ruelle,S.,Kulka,M.,Hellberg,R.	"OARSA/CFSAN/FDA, Molecular Virology Team/Devision of Molecular Biology"	https://www.ncbi.nlm.nih.gov/nuccore/MT344179	0.9850667371481433	3CLpro:1,NTPase:0.9890710382513661,ORF1:0.9888235294117647,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9548192771084337	11	60	0							0.955	0.989	1.0	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P16	GII.4	GII	GII.4	Sydney_2012*	GII.P16	GII.P	GII.P16	
MT344180	MT344180.1	782-2	2018-12-17	"North America"	USA			7583	"Homo sapiens"	Homo	human		2020-05-01	2020-05-01		"Yang et al."	Yang,Z.,Williams-Hill,D.,Wolfe,J.,Silva,A.J.,Hirneisen,K.,Ruelle,S.,Kulka,M.,Hellberg,R.	"OARSA/CFSAN/FDA, Molecular Virology Team/Devision of Molecular Biology"	https://www.ncbi.nlm.nih.gov/nuccore/MT344180	0.998678472313995	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9939759036144579	0	104	0							0.994	1.0	1.0	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P16	GII.4	GII	GII.4	Sydney_2012*	GII.P16	GII.P	GII.P16	
MT344181	MT344181.1	118-3	2015-12-18	"North America"	USA			7562	"Homo sapiens"	Homo	human		2020-05-01	2020-05-01		"Yang et al."	Yang,Z.,Williams-Hill,D.,Wolfe,J.,Silva,A.J.,Hirneisen,K.,Ruelle,S.,Kulka,M.,Hellberg,R.	"OARSA/CFSAN/FDA, Molecular Virology Team/Devision of Molecular Biology"	https://www.ncbi.nlm.nih.gov/nuccore/MT344181	0.998678472313995	3CLpro:1,NTPase:1,ORF1:0.9923529411764705,RdRp:1,VP1:1,VP2:0.9591078066914498,VPg:1,p22:0.9378531073446328,p48:0.9939759036144579	0	2024	0						ORF1:852-860,p22:154-162,VP2:165-173	0.994	1.0	0.938	1.0	1.0	1.0	1.0	0.959	GII.17	GII.P17	GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
MT344182	MT344182.1	691-1	2015-11-17	"North America"	USA			7568	"Homo sapiens"	Homo	human		2020-05-01	2020-05-01		"Yang et al."	Yang,Z.,Williams-Hill,D.,Wolfe,J.,Silva,A.J.,Hirneisen,K.,Ruelle,S.,Kulka,M.,Hellberg,R.	"OARSA/CFSAN/FDA, Molecular Virology Team/Devision of Molecular Biology"	https://www.ncbi.nlm.nih.gov/nuccore/MT344182	0.9988106250825954	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:1,VP2:0.966542750929368,VPg:1,p22:1,p48:0.9939759036144579	0	2025	0						VP2:167-174	0.994	1.0	1.0	1.0	1.0	1.0	1.0	0.967	GII.17	GII.P17	GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
MT357897	MT357897.1	Hu/US/2017/GI.7[P7]/Pennsylvania1021	2017-06-17	"North America"	USA			7658	"Homo sapiens"	Homo	human		2020-04-25	2020-04-25		"Chhabra et al."	Chhabra,P.,Husband,B.,Montmayeur,A.M.,Tatusov,R.L.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT357897	0.9936566671071759	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.02588235294117647,RdRp:1,VP1:0.911275415896488,VP2:0.929368029739777,VPg:1,p22:0.8983050847457628,p48:0.21385542168674698	0	3232	0						ORF1:72-1700,p48:72-332,NTPase:65-70,p22:147-155,VP1:298-310,VP1:332-357,VP1:387-389,VP1:441-446,VP2:140-146,VP2:187-191,VP2:269	0.214	0.984	0.898	1.0	1.0	1.0	0.911	0.929	GI.7	GI.P7	GI.7	GI	GI.7		GI.P7	GI.P	GI.P7	
MT357898	MT357898.1	Hu/US/2017/GI.7[P7]/Pennsylvania1060	2017-06-17	"North America"	USA			7732	"Homo sapiens"	Homo	human		2020-04-25	2020-04-25		"Chhabra et al."	Chhabra,P.,Husband,B.,Montmayeur,A.M.,Tatusov,R.L.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT357898	1	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.02588235294117647,RdRp:1,VP1:0.911275415896488,VP2:0.929368029739777,VPg:1,p22:0.8983050847457628,p48:0.21385542168674698	0	3255	0						ORF1:72-1700,p48:72-332,NTPase:65-70,p22:147-155,VP1:298-310,VP1:332-357,VP1:387-389,VP1:441-446,VP2:140-146,VP2:187-191,VP2:269	0.214	0.984	0.898	1.0	1.0	1.0	0.911	0.929	GI.7	GI.P7	GI.7	GI	GI.7		GI.P7	GI.P	GI.P7	
MT357899	MT357899.1	Hu/US/2017/GI.7[P7]/Pennsylvania1110	2017-06-21	"North America"	USA			7664	"Homo sapiens"	Homo	human		2020-04-25	2020-04-25		"Chhabra et al."	Chhabra,P.,Husband,B.,Montmayeur,A.M.,Tatusov,R.L.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT357899	0.9936566671071759	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.02588235294117647,RdRp:1,VP1:0.911275415896488,VP2:0.929368029739777,VPg:1,p22:0.8983050847457628,p48:0.21385542168674698	0	3234	0						ORF1:72-1700,p48:72-332,NTPase:65-70,p22:147-155,VP1:298-310,VP1:332-357,VP1:387-389,VP1:441-446,VP2:140-146,VP2:187-191,VP2:269	0.214	0.984	0.898	1.0	1.0	1.0	0.911	0.929	GI.7	GI.P7	GI.7	GI	GI.7		GI.P7	GI.P	GI.P7	
MT357991	MT357991.1	Hu/US/2018/GI.1[P1]/CS0091	2018-06-26	"North America"	USA			7654	"Homo sapiens"	Homo	human		2020-04-25	2020-04-25		"Randazzo et al."	Randazzo,W.,Houston,K.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT357991	0.999207083388397	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.002352941176470588,RdRp:1,VP1:0.9611829944547134,VP2:0.9442379182156134,VPg:1,p22:0.8531073446327684,p48:0	0	3224	0						ORF1:8-393,ORF1:404-835,ORF1:844-1700,p48:8-332,NTPase:65-70,p22:138-145,p22:157-163,VP1:381-393,VP1:505-509,VP2:188-202	0.0	0.984	0.853	1.0	1.0	1.0	0.961	0.944	GI.1	GI.P1	GI.1	GI	GI.1		GI.P1	GI.P	GI.P1	
MT357992	MT357992.1	Hu/US/2018/GI.1[P1]/CS0088	2018-06-26	"North America"	USA			7654	"Homo sapiens"	Homo	human		2020-04-25	2020-04-25		"Randazzo et al."	Randazzo,W.,Houston,K.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT357992	0.999207083388397	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.002352941176470588,RdRp:1,VP1:0.9611829944547134,VP2:0.9442379182156134,VPg:1,p22:0.8531073446327684,p48:0	0	3224	0						ORF1:8-393,ORF1:404-835,ORF1:844-1700,p48:8-332,NTPase:65-70,p22:138-145,p22:157-163,VP1:381-393,VP1:505-509,VP2:188-202	0.0	0.984	0.853	1.0	1.0	1.0	0.961	0.944	GI.1	GI.P1	GI.1	GI	GI.1		GI.P1	GI.P	GI.P1	
MT357993	MT357993.1	Hu/US/2018/GI.1[P1]/CS0089	2018-06-26	"North America"	USA			7654	"Homo sapiens"	Homo	human		2020-04-25	2020-04-25		"Randazzo et al."	Randazzo,W.,Houston,K.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT357993	0.999207083388397	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.002352941176470588,RdRp:1,VP1:0.9611829944547134,VP2:0.9442379182156134,VPg:1,p22:0.8531073446327684,p48:0	0	3223	0						ORF1:8-393,ORF1:404-835,ORF1:844-1700,p48:8-332,NTPase:65-70,p22:138-145,p22:157-163,VP1:381-393,VP1:505-509,VP2:188-202	0.0	0.984	0.853	1.0	1.0	1.0	0.961	0.944	GI.1	GI.P1	GI.1	GI	GI.1		GI.P1	GI.P	GI.P1	
MT357994	MT357994.1	Hu/US/2018/GI.7[P7]/CS0087	2018-06-23	"North America"	USA			7651	"Homo sapiens"	Homo	human		2020-04-25	2020-04-25		"Randazzo et al."	Randazzo,W.,Houston,K.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT357994	0.9904850006607638	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.9194117647058824,RdRp:1,VP1:0.911275415896488,VP2:0.8884758364312267,VPg:1,p22:0.8983050847457628,p48:0.6596385542168675	0	3183	0						ORF1:23-72,ORF1:242-248,ORF1:397-402,ORF1:845-853,p48:23-72,p48:242-248,NTPase:65-70,p22:147-155,VP1:298-310,VP1:344-357,VP1:375-389,VP1:441-446,VP2:46-51,VP2:140-146,VP2:187-191	0.66	0.984	0.898	1.0	1.0	1.0	0.911	0.888	GI.7	GI.P7					GI.P7	GI.P	GI.P7	
MT357995	MT357995.1	Hu/US/2018/GI.6[P11]/CS0483	2018-10-30	"North America"	USA			7696	"Homo sapiens"	Homo	human		2020-04-25	2020-04-25		"Randazzo et al."	Randazzo,W.,Houston,K.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT357995	0.9838773622307387	3CLpro:1,NTPase:0.9808743169398907,ORF1:0.9570588235294117,RdRp:1,VP1:0.9186691312384473,VP2:0.6579925650557621,VPg:1,p22:0.7966101694915254,p48:0.9096385542168675	0	3221	0						ORF1:38-47,ORF1:67-74,ORF1:241-248,ORF1:400-405,ORF1:833-853,p48:38-47,p48:67-74,p48:241-248,NTPase:68-73,p22:135-155,VP1:309-314,VP1:330-352,VP1:383-395,VP2:140-148,VP2:190-192,VP2:219-269	0.91	0.981	0.797	1.0	1.0	1.0	0.919	0.658	GI.6	"GI.P11 (GI.Pb)"	GI.6	GI	GI.6		GI.P11	GI.P	GI.P11	
MT357996	MT357996.1	Hu/US/2018/GI.6[P11]/CS0036	2018-04-07	"North America"	USA			7696	"Homo sapiens"	Homo	human		2020-04-25	2020-04-25		"Randazzo et al."	Randazzo,W.,Houston,K.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT357996	0.9838773622307387	3CLpro:1,NTPase:1,ORF1:0.9452941176470588,RdRp:1,VP1:0.9038817005545287,VP2:0.6579925650557621,VPg:1,p22:0.8587570621468926,p48:0.7951807228915663	0	3230	0						ORF1:35-36,ORF1:55-71,ORF1:81-109,ORF1:241-248,ORF1:833-844,p48:35-36,p48:55-71,p48:81-109,p48:241-248,p22:135-146,VP1:253-258,VP1:307-314,VP1:330-352,VP1:383-395,VP2:140-148,VP2:190-192,VP2:219-269	0.795	1.0	0.859	1.0	1.0	1.0	0.904	0.658	GI.6	"GI.P11 (GI.Pb)"	GI.6	GI	GI.6		GI.P11	GI.P	GI.P11	
MT358379	MT358379.1	HBTS-1806	2019-03-21	Asia	China			7382	Mus	Mus	mouse		2020-11-30	2020-11-30		"Zhao et al."	Zhao,N.,Jiang,B.,Yang,Y.,Cao,F.,Zhang,Y.,Jin,H.,Su,J.,Li,S.	"North China University of Science and Technology, Laboratory Animal Center"	https://www.ncbi.nlm.nih.gov/nuccore/MT358379	0.9764768071891106	3CLpro:1,NTPase:1,ORF1:0.96,RdRp:1,VP1:0.8558225508317929,VP2:0.34572490706319703,VPg:1,p22:1,p48:0.7951807228915663	0	3432	0						ORF1:31-90,p48:31-90,VP1:293-299,VP1:344-357,VP1:372-413,VP1:440-447,VP2:38-51,VP2:161-191,VP2:205-269	0.795	1.0	1.0	1.0	1.0	1.0	0.856	0.346			GV	GV	GV.1		GV.P1	GV.P	GV.P1	
MT362912	MT362912.1	432-1	2017-04-10	"North America"	USA			7553	"Homo sapiens"	Homo	human		2020-06-01	2020-06-01		"Silva et al."	Silva,A.,Wolfe,J.,Yang,Z.,Hirneisen,K.,Ruelle,S.	"Chapman University, Schmid College of Science and Technology"	https://www.ncbi.nlm.nih.gov/nuccore/MT362912	0.9985463195453945	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	1262	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P4	GII.4	GII	GII.4	Sydney_2012*	GII.P4	GII.P	GII.P4	NewOrleans_2009
MT362913	MT362913.1	432-3	2017-04-10	"North America"	USA			7539	"Homo sapiens"	Homo	human		2020-06-01	2020-06-01		"Silva et al."	Silva,A.,Wolfe,J.,Yang,Z.,Hirneisen,K.,Ruelle,S.	"Chapman University, Schmid College of Science and Technology"	https://www.ncbi.nlm.nih.gov/nuccore/MT362913	0.9966961807849875	3CLpro:1,NTPase:1,ORF1:0.9982352941176471,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9909638554216867	0	1263	0							0.991	1.0	1.0	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P4	GII.4	GII	GII.4	Sydney_2012*	GII.P4	GII.P	GII.P4	NewOrleans_2009
MT362914	MT362914.1	813-1	2018-04-11	"North America"	USA			7489	"Homo sapiens"	Homo	human		2020-06-01	2020-06-01		"Silva et al."	Silva,A.,Wolfe,J.,Yang,Z.,Hirneisen,K.,Ruelle,S.	"Chapman University, Schmid College of Science and Technology"	https://www.ncbi.nlm.nih.gov/nuccore/MT362914	0.9924672921897714	3CLpro:1,NTPase:1,ORF1:0.9952941176470588,RdRp:1,VP1:1,VP2:0.929368029739777,VPg:1,p22:1,p48:0.9759036144578314	0	968	0						VP2:139-155	0.976	1.0	1.0	1.0	1.0	1.0	1.0	0.929	GII.2	GII.P16	GII.2	GII	GII.2		GII.P16	GII.P	GII.P16	
MT362915	MT362915.1	813-2	2018-04-11	"North America"	USA			7500	"Homo sapiens"	Homo	human		2020-06-01	2020-06-01		"Silva et al."	Silva,A.,Wolfe,J.,Yang,Z.,Hirneisen,K.,Ruelle,S.	"Chapman University, Schmid College of Science and Technology"	https://www.ncbi.nlm.nih.gov/nuccore/MT362915	0.993920972644377	3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:1,VP2:0.929368029739777,VPg:1,p22:1,p48:0.9879518072289156	0	966	0						VP2:139-155	0.988	1.0	1.0	1.0	1.0	1.0	1.0	0.929	GII.2	GII.P16	GII.2	GII	GII.2		GII.P16	GII.P	GII.P16	
MT362916	MT362916.1	813-3	2018-04-11	"North America"	USA			7507	"Homo sapiens"	Homo	human		2020-06-01	2020-06-01		"Silva et al."	Silva,A.,Wolfe,J.,Yang,Z.,Hirneisen,K.,Ruelle,S.	"Chapman University, Schmid College of Science and Technology"	https://www.ncbi.nlm.nih.gov/nuccore/MT362916	0.9948460420245804	3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:1,VP2:0.929368029739777,VPg:1,p22:1,p48:0.9879518072289156	0	969	0						VP2:139-155	0.988	1.0	1.0	1.0	1.0	1.0	1.0	0.929	GII.2	GII.P16	GII.2	GII	GII.2		GII.P16	GII.P	GII.P16	
MT362917	MT362917.1	963-1	2012-04-11	"North America"	USA			7515	"Homo sapiens"	Homo	human		2020-06-01	2020-06-01		"Silva et al."	Silva,A.,Wolfe,J.,Yang,Z.,Hirneisen,K.,Ruelle,S.	"Chapman University, Schmid College of Science and Technology"	https://www.ncbi.nlm.nih.gov/nuccore/MT362917	0.9931280560327739	3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9879518072289156	0	1306	0							0.988	1.0	1.0	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P4	GII.4	GII	GII.4	NewOrleans_2009*	GII.P4	GII.P	GII.P4	NewOrleans_2009
MT363962	MT363962.1	084_GII.P7_GII.6_Araguaina	2015-03-09	"South America"	Brazil			7404	"Homo sapiens"	Homo	human		2021-05-12	2021-05-12		"Luchs et al."	Luchs,A.	"Adolfo Lutz Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT363962	0.9804413902471257	3CLpro:1,NTPase:1,ORF1:0.9882352941176471,RdRp:1,VP1:1,VP2:0.8884758364312267,VPg:1,p22:1,p48:0.9397590361445783	0	2445	0						ORF1:48-67,p48:48-67	0.94	1.0	1.0	1.0	1.0	1.0	1.0	0.888			GII.6	GII	GII.6		GII.P7	GII.P	GII.P7	
MT364242	MT364242.1	085_GII.P7_GII.6_Araguaina	2015-06-05	"South America"	Brazil			7492	"Homo sapiens"	Homo	human		2021-05-18	2021-05-18		"Luchs et al."	Luchs,A.	"Adolfo Lutz Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT364242	0.9920708338839699	3CLpro:1,NTPase:1,ORF1:0.9876470588235294,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9367469879518072	0	2470	0						ORF1:48-67,p48:48-67	0.937	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.6	GII	GII.6		GII.P7	GII.P	GII.P7	
MT367328	MT367328.1	526-3	2016-01-19	"North America"	USA			7549	"Homo sapiens"	Homo	human		2020-05-01	2020-05-01		"Yang et al."	Yang,Z.	"OARSA/CFSAN/FDA, Molecular Virology Team/Devision of Molecular Biology"	https://www.ncbi.nlm.nih.gov/nuccore/MT367328	0.997621250165191	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9939759036144579	0	100	0							0.994	1.0	1.0	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P16	GII.4	GII	GII.4	Sydney_2012*	GII.P16	GII.P	GII.P16	
MT371769	MT371769.1	147-2	2015-12-31	"North America"	USA			7461	"Homo sapiens"	Homo	human		2020-05-01	2020-05-01		"Yang et al."	Yang,Z.	"OARSA/CFSAN/FDA, Molecular Virology Team/Devision of Molecular Biology"	https://www.ncbi.nlm.nih.gov/nuccore/MT371769	0.9312805603277389	3CLpro:1,NTPase:0.9262295081967213,ORF1:0.9141176470588235,RdRp:0.8666666666666667,VP1:0.9963031423290203,VP2:0.8921933085501859,VPg:1,p22:0.9152542372881356,p48:0.891566265060241	432	1886	0						ORF1:852-860,p22:154-162,VP2:165-173	0.892	0.926	0.915	1.0	1.0	0.867	0.996	0.892	GII.17	GII.P17	GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
MT372462	MT372462.1	Hu/US/2014/GI.7[P7]/Callao0462	2014-06-18	"North America"	USA			7777	"Homo sapiens"	Homo	human		2020-04-28	2020-04-28		"Randazzo et al."	Randazzo,W.,Olortegui,M.P.,Kosek,M.N.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT372462	0.9985463195453945	3CLpro:1,NTPase:1,ORF1:0.9005882352941177,RdRp:1,VP1:0.9131238447319778,VP2:0.6914498141263941,VPg:1,p22:0.7740112994350282,p48:0.6114457831325302	0	3305	0						ORF1:23-75,ORF1:87-112,ORF1:242-248,ORF1:836-871,p48:23-75,p48:87-112,p48:242-248,p22:138-173,VP1:297-300,VP1:328-357,VP1:437-449,VP2:140-147,VP2:183-222,VP2:246-269	0.611	1.0	0.774	1.0	1.0	1.0	0.913	0.691	GI.7	GI.P7					GI.P7	GI.P	GI.P7	
MT372463	MT372463.1	Hu/US/2016/GI.3[P3]/Callao0590	2016-09-02	"North America"	USA			7764	"Homo sapiens"	Homo	human		2020-04-28	2020-04-28		"Randazzo et al."	Randazzo,W.,Olortegui,M.P.,Kosek,M.N.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT372463	0.9879740980573543	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.005294117647058823,RdRp:0.9803921568627451,VP1:0.9353049907578558,VP2:0.828996282527881,VPg:1,p22:0.9717514124293786,p48:0.045180722891566265	0	3263	0						ORF1:16-781,ORF1:787-1192,ORF1:1202-1700,p48:16-332,NTPase:65-70,p22:84-88,RdRp:4-12,VP1:9-14,VP1:328-337,VP1:347-355,VP1:383-389,VP2:132-143,VP2:204-217	0.045	0.984	0.972	1.0	1.0	0.98	0.935	0.829	GI.3	GI.P3	GI.3	GI	GI.3		GI.P3	GI.P	GI.P3	
MT372464	MT372464.1	Hu/US/2017/GI.2[P2]/Callao0615	2017-08-13	"North America"	USA			7708	"Homo sapiens"	Homo	human		2020-04-28	2020-04-28		"Randazzo et al."	Randazzo,W.,Olortegui,M.P.,Kosek,M.N.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT372464	0.9834809039249373	3CLpro:1,NTPase:1,ORF1:0.9405882352941176,RdRp:1,VP1:0.9519408502772643,VP2:0.5241635687732342,VPg:1,p22:0.8305084745762712,p48:0.786144578313253	0	3233	0						ORF1:24-34,ORF1:53-61,ORF1:103-116,ORF1:231-248,ORF1:788-792,ORF1:833-844,p48:24-34,p48:53-61,p48:103-116,p48:231-248,p22:90-94,p22:135-146,VP1:328-333,VP1:383-402,VP2:137-148,VP2:180-269	0.786	1.0	0.831	1.0	1.0	1.0	0.952	0.524	GI.2	GI.P2					GI.P2	GI.P	GI.P2	
MT372465	MT372465.1	Hu/US/2017/GI.2[P2]/Callao0618	2017-09-06	"North America"	USA			7708	"Homo sapiens"	Homo	human		2020-04-28	2020-04-28		"Randazzo et al."	Randazzo,W.,Olortegui,M.P.,Kosek,M.N.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT372465	0.9834809039249373	3CLpro:1,NTPase:1,ORF1:0.9317647058823529,RdRp:1,VP1:0.9519408502772643,VP2:0.5241635687732342,VPg:1,p22:0.7457627118644068,p48:0.786144578313253	0	3234	0						ORF1:24-34,ORF1:53-61,ORF1:103-116,ORF1:231-248,ORF1:788-792,ORF1:833-854,p48:24-34,p48:53-61,p48:103-116,p48:231-248,p22:90-94,p22:135-156,VP1:328-333,VP1:383-402,VP2:137-148,VP2:180-269	0.786	1.0	0.746	1.0	1.0	1.0	0.952	0.524	GI.2	GI.P2					GI.P2	GI.P	GI.P2	
MT372466	MT372466.1	Hu/US/2015/GI.3[P13]/Callao0680	2015-01-06	"North America"	USA			7773	"Homo sapiens"	Homo	human		2020-04-28	2020-04-28		"Randazzo et al."	Randazzo,W.,Olortegui,M.P.,Kosek,M.N.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT372466	0.9817629179331308	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.017058823529411765,RdRp:0.9823529411764705,VP1:0.955637707948244,VP2:0.5390334572490706,VPg:1,p22:0.6214689265536724,p48:0.030120481927710843	0	3226	0						ORF1:12-790,ORF1:807-838,ORF1:857-1194,ORF1:1203-1700,p48:12-332,NTPase:65-70,p22:82-108,p22:138-158,RdRp:6-13,VP1:9-14,VP1:383-400,VP2:132-143,VP2:166-176,VP2:212-269	0.03	0.984	0.621	1.0	1.0	0.982	0.956	0.539	GI.3	"GI.P13 (GI.Pd)"	GI.3	GI	GI.3		GI.P13	GI.P	GI.P13	
MT372467	MT372467.1	Hu/US/2015/GI.3[P13]/Callao0729	2015-04-27	"North America"	USA			7773	"Homo sapiens"	Homo	human		2020-04-28	2020-04-28		"Randazzo et al."	Randazzo,W.,Olortegui,M.P.,Kosek,M.N.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT372467	0.9837452094621383	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.9258823529411765,RdRp:0.9823529411764705,VP1:0.944547134935305,VP2:0.6914498141263941,VPg:1,p22:0.7570621468926554,p48:0.7951807228915663	0	3220	0						ORF1:23-63,ORF1:241-248,ORF1:397-402,ORF1:782-809,ORF1:846-856,ORF1:1195-1202,p48:23-63,p48:241-248,NTPase:65-70,p22:84-111,p22:148-158,RdRp:6-13,VP1:9-14,VP1:384-400,VP1:446-452,VP2:132-144,VP2:234-269	0.795	0.984	0.757	1.0	1.0	0.982	0.945	0.691	GI.3	"GI.P13 (GI.Pd)"	GI.3	GI	GI.3		GI.P13	GI.P	GI.P13	
MT372468	MT372468.1	Hu/US/2015/GI.3[P3]/Callao0752	2015-07-06	"North America"	USA			7763	"Homo sapiens"	Homo	human		2020-04-28	2020-04-28		"Randazzo et al."	Randazzo,W.,Olortegui,M.P.,Kosek,M.N.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT372468	0.9855953482225452	3CLpro:1,NTPase:1,ORF1:0.8988235294117647,RdRp:0.984313725490196,VP1:0.9593345656192237,VP2:0.6728624535315985,VPg:1,p22:0.864406779661017,p48:0.5783132530120482	0	3200	0						ORF1:23-89,ORF1:93-112,ORF1:241-248,ORF1:782-786,ORF1:842-856,ORF1:1195-1201,p48:23-89,p48:93-112,p48:241-248,p22:84-88,p22:144-158,RdRp:6-12,VP1:9-14,VP1:383-398,VP2:132-144,VP2:217-269	0.578	1.0	0.864	1.0	1.0	0.984	0.959	0.673	GI.3	GI.P3	GI.3	GI	GI.3		GI.P3	GI.P	GI.P3	
